lat,lon
12.733306782219769,78.17874427288778
12.731652268071784,78.17828879162838
12.744983640975024,78.1865873759073
12.746738531642864,78.1882471512234
12.744588636787583,78.1947046103395
12.74462372802683,78.17554566894937
12.721476075606835,78.19077989835291
12.725962452652835,78.17812205359256
12.743582530587112,78.17377139234686
12.736384487336842,78.18626181561865
12.727668520263876,78.19535485989356
12.746289208559936,78.17962927791922
12.73235584975348,78.19187088922473
12.727800702701956,78.17048896573286
12.72650704750951,78.18238098298136
12.736975017566325,78.18052294389237
12.742008725393001,78.19503241168866
12.729269564832174,78.19467725816959
12.724680809585736,78.17343921966997
12.726487977235385,78.19063320712239
12.729075092014234,78.18712219609723
12.733592321702348,78.17684707658535
12.740571575444672,78.18598787072034
12.736061079217516,78.19425169981594
12.738902802053213,78.17865909163906
12.721471014246264,78.17474216641513
12.738203222940585,78.18521813067692
12.745696609445377,78.18595352126239
12.736570817815354,78.17227439474358
12.737109937581998,78.1900190301997
12.731030960181982,78.18546958067155
12.737807768344819,78.19360619485971
12.746324426164772,78.17878827954456
12.738099604111266,78.17996843239501
12.742797975196787,78.1795140475676
12.723832779051977,78.17279401766551
12.730491243736346,78.19270545664178
12.740513040460312,78.17808056118263
12.744237637935099,78.1912817740304
12.734037403214158,78.18923777209
12.731795886039317,78.19152349682987
12.724607198489016,78.17831838612256
12.722050651225834,78.18796930387
12.739672748885134,78.18003641695928
12.738825037303991,78.19271779161156
12.7326518437802,78.17407391144377
12.722764693254787,78.18306009202522
12.728379611802383,78.18618484550004
12.727000052808757,78.1727189852092
12.737422612688693,78.18371474944813
12.721677567216371,78.175451056217
12.73466564614889,78.1853411192369
12.735364717889663,78.18185224976705
12.736269149560956,78.18334192217425
12.736956413576117,78.1808339845192
12.74302284867634,78.19580020325971
12.73779062204911,78.18629895478306
12.731131587361569,78.18682382170856
12.741942488555061,78.19203953752941
12.737551284152655,78.19455880255012
12.731011511408221,78.17795764508303
12.7335089722913,78.17168116466485
12.727116186351271,78.190684330311
12.721933567073357,78.17774410346965
12.733702304079912,78.18114536015653
12.733558966451138,78.18898657226205
12.727829605408372,78.17801189166543
12.727572538004303,78.18747414771235
12.722012015972428,78.17717742380866
12.744325473979684,78.1894257452298
12.733047109253933,78.18425799924486
12.736948964129635,78.19369887466148
12.721902083608178,78.17267578050621
12.735748464991236,78.18600801516764
12.728617347914298,78.19257170358739
12.731938314786735,78.1860369422891
12.733513666436796,78.19576164081279
12.744675247691177,78.17512932694478
12.723854555305289,78.19620847203964
12.731693938753516,78.1802865344071
12.726869385123385,78.18648794395574
12.727851925261117,78.18667587223192
12.738036841027444,78.17864478420657
12.732690109660997,78.18615648314287
12.742297391849641,78.17920678970361
12.73701919636625,78.1735626821574
12.736543355009088,78.18002604255034
12.74699111737773,78.1789741358382
12.72618598100654,78.18069013636942
12.740160185724237,78.17279729516291
12.7468170764088,78.17239846106648
12.745036323747104,78.18531872180615
12.732745284896128,78.18635867694519
12.743378483603708,78.1877519540317
12.722736236826071,78.17866704249121
12.723247520046522,78.18796941891529
12.733913201979847,78.18040413727446
12.72938287953736,78.17897832721941
12.727440238323034,78.18142388357883
12.746488142571875,78.17948460662319
12.734740146513994,78.17817996057883
12.737077052941952,78.17935933756031
12.737844188415593,78.18197062087279
12.739424698839695,78.17783931501053
12.729349743986694,78.18913062958646
12.743382717571361,78.19407256176463
12.726903767249263,78.17255400953489
12.736088780506053,78.17064590587057
12.72870684910084,78.17282564523852
12.724531185087136,78.17147020220604
12.728541118047303,78.17604590507649
12.735146420077678,78.175438925513
12.745077343915922,78.18055827492296
12.72702617760985,78.19580149107364
12.733747619566389,78.18354109370546
12.742518113649032,78.19519628040108
12.72520319941691,78.18649395950511
12.737688377169519,78.17059569196833
12.728787568215553,78.18255301787671
12.731464716833587,78.1771865896835
12.728273390924317,78.18755426806013
12.737892436494002,78.17505623767391
12.735818715460079,78.18435228629149
12.734105368401664,78.18693098305943
12.741797338136605,78.17488190814328
12.735582938418208,78.18370554326414
12.72270965926606,78.17950204094684
12.722203296596108,78.19046377849473
12.745540839802826,78.17283069028313
12.73614423872763,78.1765227382901
12.740094607138058,78.17925574119006
12.722417546325818,78.18629015632156
12.727493218580106,78.17633067130352
12.73154340344543,78.1810829219227
12.73162192713658,78.17423824977901
12.73488444978932,78.17378324399321
12.723081548183318,78.19151655997271
12.736968753374903,78.18568253346069
12.730856590172307,78.17198158283232
12.72651607532461,78.18554732089869
12.739816016321962,78.1756475270942
12.740127488280148,78.17650909737068
12.736462977335277,78.17392477679432
12.726322381261943,78.19457671134796
12.725889791620913,78.18770568662121
12.740946628760916,78.18034009838736
12.74613832683312,78.19547854821282
12.721427095545042,78.18137611250576
12.726881453386362,78.17399861626446
12.738747269616999,78.17132410968108
12.7454679690501,78.19146620755266
12.746285834293255,78.1868256041972
12.722290017183484,78.18452764126098
12.738012442772114,78.19429433997506
12.735680747045025,78.1816061620574
12.735897656868099,78.17536987582557
12.737100676230567,78.17319871376581
12.730545398522134,78.17108828556324
12.726744651885356,78.18267326987139
12.734522742925288,78.18401493628758
12.738003058635362,78.19314686064435
12.72206219639528,78.19293006534808
12.733421483572716,78.17406625491279
12.733094781961023,78.19431881328362
12.727405253289747,78.19079302672176
12.7314363931592,78.19607942192977
12.725859284049497,78.19569538625429
12.730180245707546,78.1773081907471
12.7468169566388,78.1873472772099
12.726071081714752,78.19225524528574
12.72850946911904,78.17434936699512
12.73668184712392,78.19357252448928
12.740752611550468,78.17967434831023
12.740681949608902,78.18065257620147
12.74307158879298,78.18580390008309
12.722481590170267,78.19361567464361
12.741992914021534,78.17558870844074
12.742752683248968,78.17797399897675
12.729514564304433,78.1718725656178
12.735253421473676,78.19120894159451
12.723090218371837,78.19183036092399
12.744541785493015,78.1831371830324
12.728418110836044,78.19618132804212
12.74631867669437,78.17431286067789
12.723566754671314,78.19320546214838
12.738488304157459,78.19237964591757
12.722365690354179,78.19261922912087
12.725087551059064,78.17132905274126
12.741064796510965,78.18487136547702
12.742200022619553,78.19340047921841
12.735330833849922,78.1707690634019
12.723618308353402,78.18906525602667
12.729522769665913,78.18541619635198
12.72842597966945,78.17154004734806
12.721189712511745,78.17721088661298
12.739139284015073,78.17341188251088
12.731799159176992,78.18076969724713
12.744577825878093,78.17817943770662
12.746925297301603,78.18976332237546
12.740839590233248,78.1780082467122
